MPID,weekStartDate,shares
BIDS,2021-08-16,7861305
KCGM,2021-08-16,7701787
MSTX,2021-08-16,7164500
XSTM,2021-08-16,5609693
ITGP,2021-08-16,3772402
PURE,2021-08-16,3733466
JPBX,2021-08-16,3726309
IATS,2021-08-16,3661321
MSRP,2021-08-16,3383669
LQNA,2021-08-16,2669200
ICBX,2021-08-16,2334361
BLKX,2021-08-16,2199790
ONEC,2021-08-16,2010081
CGXS,2021-08-16,1577751
BNPX,2021-08-16,1335515
CODA,2021-08-16,560306
BLUE,2021-08-16,510577
LQNT,2021-08-16,340900
LMNX,2021-08-16,147814
STFX,2021-08-16,7425
IEOS,2021-08-16,1649
UBSA,2021-08-23,36010782
INCR,2021-08-23,32840643
SGMT,2021-08-23,31954098
JPMX,2021-08-23,20287710
MSPL,2021-08-23,19731400
MLIX,2021-08-23,16370020
EBXL,2021-08-23,13635285
LATS,2021-08-23,10838164
BIDS,2021-08-23,7861305
KCGM,2021-08-23,7701787
MSTX,2021-08-23,7164500
XSTM,2021-08-23,5609693
ITGP,2021-08-23,3772402
PURE,2021-08-23,3733466
JPBX,2021-08-23,3726309
IATS,2021-08-23,3661321
MSRP,2021-08-23,3383669
LQNA,2021-08-23,2669200
ICBX,2021-08-23,2334361
BLKX,2021-08-23,2199790
ONEC,2021-08-23,2010081
CGXS,2021-08-23,1577751
BNPX,2021-08-23,1335515
CODA,2021-08-23,560306
BLUE,2021-08-23,510577
LQNT,2021-08-23,340900
LMNX,2021-08-23,147814
STFX,2021-08-23,7425
IEOS,2021-08-23,1649
UBSA,2021-08-30,36010782
INCR,2021-08-30,32840643
SGMT,2021-08-30,31954098
JPMX,2021-08-30,20287710
MSPL,2021-08-30,19731400
MLIX,2021-08-30,16370020
EBXL,2021-08-30,13635285
LATS,2021-08-30,10838164
BIDS,2021-08-30,7861305
KCGM,2021-08-30,7701787
MSTX,2021-08-30,7164500
XSTM,2021-08-30,5609693
ITGP,2021-08-30,3772402
PURE,2021-08-30,3733466
JPBX,2021-08-30,3726309
IATS,2021-08-30,3661321
MSRP,2021-08-30,3383669
LQNA,2021-08-30,2669200
ICBX,2021-08-30,2334361
BLKX,2021-08-30,2199790
ONEC,2021-08-30,2010081
CGXS,2021-08-30,1577751
BNPX,2021-08-30,1335515
CODA,2021-08-30,560306
BLUE,2021-08-30,510577
LQNT,2021-08-30,340900
LMNX,2021-08-30,147814
STFX,2021-08-30,7425
IEOS,2021-08-30,1649
UBSA,2021-09-06,36010782
INCR,2021-09-06,32840643
SGMT,2021-09-06,31954098
JPMX,2021-09-06,20287710
MSPL,2021-09-06,19731400
MLIX,2021-09-06,16370020
EBXL,2021-09-06,13635285
LATS,2021-09-06,10838164
BIDS,2021-09-06,7861305
KCGM,2021-09-06,7701787
MSTX,2021-09-06,7164500
XSTM,2021-09-06,5609693
ITGP,2021-09-06,3772402
PURE,2021-09-06,3733466
JPBX,2021-09-06,3726309
IATS,2021-09-06,3661321
MSRP,2021-09-06,3383669
LQNA,2021-09-06,2669200
ICBX,2021-09-06,2334361
BLKX,2021-09-06,2199790
ONEC,2021-09-06,2010081
CGXS,2021-09-06,1577751
BNPX,2021-09-06,1335515
CODA,2021-09-06,560306
BLUE,2021-09-06,510577
LQNT,2021-09-06,340900
LMNX,2021-09-06,147814
STFX,2021-09-06,7425
IEOS,2021-09-06,1649
UBSA,2021-09-13,36010782
INCR,2021-09-13,32840643
SGMT,2021-09-13,31954098
JPMX,2021-09-13,20287710
MSPL,2021-09-13,19731400
MLIX,2021-09-13,16370020
EBXL,2021-09-13,13635285
LATS,2021-09-13,10838164
BIDS,2021-09-13,7861305
KCGM,2021-09-13,7701787
MSTX,2021-09-13,7164500
XSTM,2021-09-13,5609693
ITGP,2021-09-13,3772402
PURE,2021-09-13,3733466
JPBX,2021-09-13,3726309
IATS,2021-09-13,3661321
MSRP,2021-09-13,3383669
LQNA,2021-09-13,2669200
ICBX,2021-09-13,2334361
BLKX,2021-09-13,2199790
ONEC,2021-09-13,2010081
CGXS,2021-09-13,1577751
BNPX,2021-09-13,1335515
CODA,2021-09-13,560306
BLUE,2021-09-13,510577
LQNT,2021-09-13,340900
LMNX,2021-09-13,147814
STFX,2021-09-13,7425
IEOS,2021-09-13,1649
UBSA,2021-09-20,36010782
INCR,2021-09-20,32840643
SGMT,2021-09-20,31954098
JPMX,2021-09-20,20287710
MSPL,2021-09-20,19731400
MLIX,2021-09-20,16370020
EBXL,2021-09-20,13635285
LATS,2021-09-20,10838164
BIDS,2021-09-20,7861305
KCGM,2021-09-20,7701787
MSTX,2021-09-20,7164500
XSTM,2021-09-20,5609693
ITGP,2021-09-20,3772402
PURE,2021-09-20,3733466
JPBX,2021-09-20,3726309
IATS,2021-09-20,3661321
MSRP,2021-09-20,3383669
LQNA,2021-09-20,2669200
ICBX,2021-09-20,2334361
BLKX,2021-09-20,2199790
ONEC,2021-09-20,2010081
CGXS,2021-09-20,1577751
BNPX,2021-09-20,1335515
CODA,2021-09-20,560306
BLUE,2021-09-20,510577
LQNT,2021-09-20,340900
LMNX,2021-09-20,147814
STFX,2021-09-20,7425
IEOS,2021-09-20,1649
UBSA,2021-09-27,36010782
INCR,2021-09-27,32840643
SGMT,2021-09-27,31954098
JPMX,2021-09-27,20287710
MSPL,2021-09-27,19731400
MLIX,2021-09-27,16370020
EBXL,2021-09-27,13635285
LATS,2021-09-27,10838164
BIDS,2021-09-27,7861305
KCGM,2021-09-27,7701787
MSTX,2021-09-27,7164500
XSTM,2021-09-27,5609693
ITGP,2021-09-27,3772402
PURE,2021-09-27,3733466
JPBX,2021-09-27,3726309
IATS,2021-09-27,3661321
MSRP,2021-09-27,3383669
LQNA,2021-09-27,2669200
ICBX,2021-09-27,2334361
BLKX,2021-09-27,2199790
ONEC,2021-09-27,2010081
CGXS,2021-09-27,1577751
BNPX,2021-09-27,1335515
CODA,2021-09-27,560306
BLUE,2021-09-27,510577
LQNT,2021-09-27,340900
LMNX,2021-09-27,147814
STFX,2021-09-27,7425
IEOS,2021-09-27,1649
UBSA,2021-10-04,36010782
INCR,2021-10-04,32840643
SGMT,2021-10-04,31954098
JPMX,2021-10-04,20287710
MSPL,2021-10-04,19731400
MLIX,2021-10-04,16370020
EBXL,2021-10-04,13635285
LATS,2021-10-04,10838164
BIDS,2021-10-04,7861305
KCGM,2021-10-04,7701787
MSTX,2021-10-04,7164500
XSTM,2021-10-04,5609693
ITGP,2021-10-04,3772402
PURE,2021-10-04,3733466
JPBX,2021-10-04,3726309
IATS,2021-10-04,3661321
MSRP,2021-10-04,3383669
LQNA,2021-10-04,2669200
ICBX,2021-10-04,2334361
BLKX,2021-10-04,2199790
ONEC,2021-10-04,2010081
CGXS,2021-10-04,1577751
BNPX,2021-10-04,1335515
CODA,2021-10-04,560306
BLUE,2021-10-04,510577
LQNT,2021-10-04,340900
LMNX,2021-10-04,147814
STFX,2021-10-04,7425
IEOS,2021-10-04,1649
UBSA,2021-10-11,36010782
INCR,2021-10-11,32840643
SGMT,2021-10-11,31954098
JPMX,2021-10-11,20287710
MSPL,2021-10-11,19731400
MLIX,2021-10-11,16370020
EBXL,2021-10-11,13635285
LATS,2021-10-11,10838164
BIDS,2021-10-11,7861305
KCGM,2021-10-11,7701787
MSTX,2021-10-11,7164500
XSTM,2021-10-11,5609693
ITGP,2021-10-11,3772402
PURE,2021-10-11,3733466
JPBX,2021-10-11,3726309
IATS,2021-10-11,3661321
MSRP,2021-10-11,3383669
LQNA,2021-10-11,2669200
ICBX,2021-10-11,2334361
BLKX,2021-10-11,2199790
ONEC,2021-10-11,2010081
CGXS,2021-10-11,1577751
BNPX,2021-10-11,1335515
CODA,2021-10-11,560306
BLUE,2021-10-11,510577
LQNT,2021-10-11,340900
LMNX,2021-10-11,147814
STFX,2021-10-11,7425
IEOS,2021-10-11,1649
UBSA,2021-10-18,36010782
INCR,2021-10-18,32840643
SGMT,2021-10-18,31954098
JPMX,2021-10-18,20287710
MSPL,2021-10-18,19731400
MLIX,2021-10-18,16370020
EBXL,2021-10-18,13635285
LATS,2021-10-18,10838164
BIDS,2021-10-18,7861305
KCGM,2021-10-18,7701787
MSTX,2021-10-18,7164500
XSTM,2021-10-18,5609693
ITGP,2021-10-18,3772402
PURE,2021-10-18,3733466
JPBX,2021-10-18,3726309
IATS,2021-10-18,3661321
MSRP,2021-10-18,3383669
LQNA,2021-10-18,2669200
ICBX,2021-10-18,2334361
BLKX,2021-10-18,2199790
ONEC,2021-10-18,2010081
CGXS,2021-10-18,1577751
BNPX,2021-10-18,1335515
CODA,2021-10-18,560306
BLUE,2021-10-18,510577
LQNT,2021-10-18,340900
LMNX,2021-10-18,147814
STFX,2021-10-18,7425
IEOS,2021-10-18,1649
UBSA,2021-10-25,36010782
INCR,2021-10-25,32840643
SGMT,2021-10-25,31954098
JPMX,2021-10-25,20287710
MSPL,2021-10-25,19731400
MLIX,2021-10-25,16370020
EBXL,2021-10-25,13635285
LATS,2021-10-25,10838164
BIDS,2021-10-25,7861305
KCGM,2021-10-25,7701787
MSTX,2021-10-25,7164500
XSTM,2021-10-25,5609693
ITGP,2021-10-25,3772402
PURE,2021-10-25,3733466
JPBX,2021-10-25,3726309
IATS,2021-10-25,3661321
MSRP,2021-10-25,3383669
LQNA,2021-10-25,2669200
ICBX,2021-10-25,2334361
BLKX,2021-10-25,2199790
ONEC,2021-10-25,2010081
CGXS,2021-10-25,1577751
BNPX,2021-10-25,1335515
CODA,2021-10-25,560306
BLUE,2021-10-25,510577
LQNT,2021-10-25,340900
LMNX,2021-10-25,147814
STFX,2021-10-25,7425
IEOS,2021-10-25,1649
UBSA,2021-11-01,36010782
INCR,2021-11-01,32840643
SGMT,2021-11-01,31954098
JPMX,2021-11-01,20287710
MSPL,2021-11-01,19731400
MLIX,2021-11-01,16370020
EBXL,2021-11-01,13635285
LATS,2021-11-01,10838164
BIDS,2021-11-01,7861305
KCGM,2021-11-01,7701787
MSTX,2021-11-01,7164500
XSTM,2021-11-01,5609693
ITGP,2021-11-01,3772402
PURE,2021-11-01,3733466
JPBX,2021-11-01,3726309
IATS,2021-11-01,3661321
MSRP,2021-11-01,3383669
LQNA,2021-11-01,2669200
ICBX,2021-11-01,2334361
BLKX,2021-11-01,2199790
ONEC,2021-11-01,2010081
CGXS,2021-11-01,1577751
BNPX,2021-11-01,1335515
CODA,2021-11-01,560306
BLUE,2021-11-01,510577
LQNT,2021-11-01,340900
LMNX,2021-11-01,147814
STFX,2021-11-01,7425
IEOS,2021-11-01,1649
UBSA,2021-11-08,36010782
INCR,2021-11-08,32840643
SGMT,2021-11-08,31954098
JPMX,2021-11-08,20287710
MSPL,2021-11-08,19731400
MLIX,2021-11-08,16370020
EBXL,2021-11-08,13635285
LATS,2021-11-08,10838164
BIDS,2021-11-08,7861305
KCGM,2021-11-08,7701787
MSTX,2021-11-08,7164500
XSTM,2021-11-08,5609693
ITGP,2021-11-08,3772402
PURE,2021-11-08,3733466
JPBX,2021-11-08,3726309
IATS,2021-11-08,3661321
MSRP,2021-11-08,3383669
LQNA,2021-11-08,2669200
ICBX,2021-11-08,2334361
BLKX,2021-11-08,2199790
ONEC,2021-11-08,2010081
CGXS,2021-11-08,1577751
BNPX,2021-11-08,1335515
CODA,2021-11-08,560306
BLUE,2021-11-08,510577
LQNT,2021-11-08,340900
LMNX,2021-11-08,147814
STFX,2021-11-08,7425
IEOS,2021-11-08,1649
UBSA,2021-11-15,36010782
INCR,2021-11-15,32840643
SGMT,2021-11-15,31954098
JPMX,2021-11-15,20287710
MSPL,2021-11-15,19731400
MLIX,2021-11-15,16370020
EBXL,2021-11-15,13635285
LATS,2021-11-15,10838164
BIDS,2021-11-15,7861305
KCGM,2021-11-15,7701787
MSTX,2021-11-15,7164500
XSTM,2021-11-15,5609693
ITGP,2021-11-15,3772402
PURE,2021-11-15,3733466
JPBX,2021-11-15,3726309
IATS,2021-11-15,3661321
MSRP,2021-11-15,3383669
LQNA,2021-11-15,2669200
ICBX,2021-11-15,2334361
BLKX,2021-11-15,2199790
ONEC,2021-11-15,2010081
CGXS,2021-11-15,1577751
BNPX,2021-11-15,1335515
CODA,2021-11-15,560306
BLUE,2021-11-15,510577
LQNT,2021-11-15,340900
LMNX,2021-11-15,147814
STFX,2021-11-15,7425
IEOS,2021-11-15,1649
UBSA,2021-11-22,36010782
INCR,2021-11-22,32840643
SGMT,2021-11-22,31954098
JPMX,2021-11-22,20287710
MSPL,2021-11-22,19731400
MLIX,2021-11-22,16370020
EBXL,2021-11-22,13635285
LATS,2021-11-22,10838164
BIDS,2021-11-22,7861305
KCGM,2021-11-22,7701787
MSTX,2021-11-22,7164500
XSTM,2021-11-22,5609693
ITGP,2021-11-22,3772402
PURE,2021-11-22,3733466
JPBX,2021-11-22,3726309
IATS,2021-11-22,3661321
MSRP,2021-11-22,3383669
LQNA,2021-11-22,2669200
ICBX,2021-11-22,2334361
BLKX,2021-11-22,2199790
ONEC,2021-11-22,2010081
CGXS,2021-11-22,1577751
BNPX,2021-11-22,1335515
CODA,2021-11-22,560306
BLUE,2021-11-22,510577
LQNT,2021-11-22,340900
LMNX,2021-11-22,147814
STFX,2021-11-22,7425
IEOS,2021-11-22,1649
UBSA,2021-11-29,36010782
INCR,2021-11-29,32840643
SGMT,2021-11-29,31954098
JPMX,2021-11-29,20287710
MSPL,2021-11-29,19731400
MLIX,2021-11-29,16370020
EBXL,2021-11-29,13635285
LATS,2021-11-29,10838164
BIDS,2021-11-29,7861305
KCGM,2021-11-29,7701787
MSTX,2021-11-29,7164500
XSTM,2021-11-29,5609693
ITGP,2021-11-29,3772402
PURE,2021-11-29,3733466
JPBX,2021-11-29,3726309
IATS,2021-11-29,3661321
MSRP,2021-11-29,3383669
LQNA,2021-11-29,2669200
ICBX,2021-11-29,2334361
BLKX,2021-11-29,2199790
ONEC,2021-11-29,2010081
CGXS,2021-11-29,1577751
BNPX,2021-11-29,1335515
CODA,2021-11-29,560306
BLUE,2021-11-29,510577
LQNT,2021-11-29,340900
LMNX,2021-11-29,147814
STFX,2021-11-29,7425
IEOS,2021-11-29,1649
UBSA,2021-12-06,36010782
INCR,2021-12-06,32840643
SGMT,2021-12-06,31954098
JPMX,2021-12-06,20287710
MSPL,2021-12-06,19731400
MLIX,2021-12-06,16370020
EBXL,2021-12-06,13635285
LATS,2021-12-06,10838164
BIDS,2021-12-06,7861305
KCGM,2021-12-06,7701787
MSTX,2021-12-06,7164500
XSTM,2021-12-06,5609693
ITGP,2021-12-06,3772402
PURE,2021-12-06,3733466
JPBX,2021-12-06,3726309
IATS,2021-12-06,3661321
MSRP,2021-12-06,3383669
LQNA,2021-12-06,2669200
ICBX,2021-12-06,2334361
BLKX,2021-12-06,2199790
ONEC,2021-12-06,2010081
CGXS,2021-12-06,1577751
BNPX,2021-12-06,1335515
CODA,2021-12-06,560306
BLUE,2021-12-06,510577
LQNT,2021-12-06,340900
LMNX,2021-12-06,147814
STFX,2021-12-06,7425
IEOS,2021-12-06,1649
UBSA,2021-12-13,36010782
INCR,2021-12-13,32840643
SGMT,2021-12-13,31954098
JPMX,2021-12-13,20287710
MSPL,2021-12-13,19731400
MLIX,2021-12-13,16370020
EBXL,2021-12-13,13635285
LATS,2021-12-13,10838164
BIDS,2021-12-13,7861305
KCGM,2021-12-13,7701787
MSTX,2021-12-13,7164500
XSTM,2021-12-13,5609693
ITGP,2021-12-13,3772402
PURE,2021-12-13,3733466
JPBX,2021-12-13,3726309
IATS,2021-12-13,3661321
MSRP,2021-12-13,3383669
LQNA,2021-12-13,2669200
ICBX,2021-12-13,2334361
BLKX,2021-12-13,2199790
ONEC,2021-12-13,2010081
CGXS,2021-12-13,1577751
BNPX,2021-12-13,1335515
CODA,2021-12-13,560306
BLUE,2021-12-13,510577
LQNT,2021-12-13,340900
LMNX,2021-12-13,147814
STFX,2021-12-13,7425
IEOS,2021-12-13,1649
UBSA,2021-12-20,36010782
INCR,2021-12-20,32840643
SGMT,2021-12-20,31954098
JPMX,2021-12-20,20287710
MSPL,2021-12-20,19731400
MLIX,2021-12-20,16370020
EBXL,2021-12-20,13635285
LATS,2021-12-20,10838164
BIDS,2021-12-20,7861305
KCGM,2021-12-20,7701787
MSTX,2021-12-20,7164500
XSTM,2021-12-20,5609693
ITGP,2021-12-20,3772402
PURE,2021-12-20,3733466
JPBX,2021-12-20,3726309
IATS,2021-12-20,3661321
MSRP,2021-12-20,3383669
LQNA,2021-12-20,2669200
ICBX,2021-12-20,2334361
BLKX,2021-12-20,2199790
ONEC,2021-12-20,2010081
CGXS,2021-12-20,1577751
BNPX,2021-12-20,1335515
CODA,2021-12-20,560306
BLUE,2021-12-20,510577
LQNT,2021-12-20,340900
LMNX,2021-12-20,147814
STFX,2021-12-20,7425
IEOS,2021-12-20,1649
UBSA,2021-12-27,36010782
INCR,2021-12-27,32840643
SGMT,2021-12-27,31954098
JPMX,2021-12-27,20287710
MSPL,2021-12-27,19731400
MLIX,2021-12-27,16370020
EBXL,2021-12-27,13635285
LATS,2021-12-27,10838164
BIDS,2021-12-27,7861305
KCGM,2021-12-27,7701787
MSTX,2021-12-27,7164500
XSTM,2021-12-27,5609693
ITGP,2021-12-27,3772402
PURE,2021-12-27,3733466
JPBX,2021-12-27,3726309
IATS,2021-12-27,3661321
MSRP,2021-12-27,3383669
LQNA,2021-12-27,2669200
ICBX,2021-12-27,2334361
BLKX,2021-12-27,2199790
ONEC,2021-12-27,2010081
CGXS,2021-12-27,1577751
BNPX,2021-12-27,1335515
CODA,2021-12-27,560306
BLUE,2021-12-27,510577
LQNT,2021-12-27,340900
LMNX,2021-12-27,147814
STFX,2021-12-27,7425
IEOS,2021-12-27,1649
UBSA,2022-01-03,36010782
INCR,2022-01-03,32840643
SGMT,2022-01-03,31954098
JPMX,2022-01-03,20287710
MSPL,2022-01-03,19731400
MLIX,2022-01-03,16370020
EBXL,2022-01-03,13635285
LATS,2022-01-03,10838164
BIDS,2022-01-03,7861305
KCGM,2022-01-03,7701787
MSTX,2022-01-03,7164500
XSTM,2022-01-03,5609693
ITGP,2022-01-03,3772402
PURE,2022-01-03,3733466
JPBX,2022-01-03,3726309
IATS,2022-01-03,3661321
MSRP,2022-01-03,3383669
LQNA,2022-01-03,2669200
ICBX,2022-01-03,2334361
BLKX,2022-01-03,2199790
ONEC,2022-01-03,2010081
CGXS,2022-01-03,1577751
BNPX,2022-01-03,1335515
CODA,2022-01-03,560306
BLUE,2022-01-03,510577
LQNT,2022-01-03,340900
LMNX,2022-01-03,147814
STFX,2022-01-03,7425
IEOS,2022-01-03,1649
UBSA,2022-01-10,36010782
INCR,2022-01-10,32840643
SGMT,2022-01-10,31954098
JPMX,2022-01-10,20287710
MSPL,2022-01-10,19731400
MLIX,2022-01-10,16370020
EBXL,2022-01-10,13635285
LATS,2022-01-10,10838164
BIDS,2022-01-10,7861305
KCGM,2022-01-10,7701787
MSTX,2022-01-10,7164500
XSTM,2022-01-10,5609693
ITGP,2022-01-10,3772402
PURE,2022-01-10,3733466
JPBX,2022-01-10,3726309
IATS,2022-01-10,3661321
MSRP,2022-01-10,3383669
LQNA,2022-01-10,2669200
ICBX,2022-01-10,2334361
BLKX,2022-01-10,2199790
ONEC,2022-01-10,2010081
CGXS,2022-01-10,1577751
BNPX,2022-01-10,1335515
CODA,2022-01-10,560306
BLUE,2022-01-10,510577
LQNT,2022-01-10,340900
LMNX,2022-01-10,147814
STFX,2022-01-10,7425
IEOS,2022-01-10,1649
UBSA,2022-01-17,36010782
INCR,2022-01-17,32840643
SGMT,2022-01-17,31954098
JPMX,2022-01-17,20287710
MSPL,2022-01-17,19731400
MLIX,2022-01-17,16370020
EBXL,2022-01-17,13635285
LATS,2022-01-17,10838164
BIDS,2022-01-17,7861305
KCGM,2022-01-17,7701787
MSTX,2022-01-17,7164500
XSTM,2022-01-17,5609693
ITGP,2022-01-17,3772402
PURE,2022-01-17,3733466
JPBX,2022-01-17,3726309
IATS,2022-01-17,3661321
MSRP,2022-01-17,3383669
LQNA,2022-01-17,2669200
ICBX,2022-01-17,2334361
BLKX,2022-01-17,2199790
ONEC,2022-01-17,2010081
CGXS,2022-01-17,1577751
BNPX,2022-01-17,1335515
CODA,2022-01-17,560306
BLUE,2022-01-17,510577
LQNT,2022-01-17,340900
LMNX,2022-01-17,147814
STFX,2022-01-17,7425
IEOS,2022-01-17,1649
UBSA,2022-01-24,36010782
INCR,2022-01-24,32840643
SGMT,2022-01-24,31954098
JPMX,2022-01-24,20287710
MSPL,2022-01-24,19731400
MLIX,2022-01-24,16370020
EBXL,2022-01-24,13635285
LATS,2022-01-24,10838164
BIDS,2022-01-24,7861305
KCGM,2022-01-24,7701787
MSTX,2022-01-24,7164500
XSTM,2022-01-24,5609693
ITGP,2022-01-24,3772402
PURE,2022-01-24,3733466
JPBX,2022-01-24,3726309
IATS,2022-01-24,3661321
MSRP,2022-01-24,3383669
LQNA,2022-01-24,2669200
ICBX,2022-01-24,2334361
BLKX,2022-01-24,2199790
ONEC,2022-01-24,2010081
CGXS,2022-01-24,1577751
BNPX,2022-01-24,1335515
CODA,2022-01-24,560306
BLUE,2022-01-24,510577
LQNT,2022-01-24,340900
LMNX,2022-01-24,147814
STFX,2022-01-24,7425
IEOS,2022-01-24,1649
UBSA,2022-01-31,36010782
INCR,2022-01-31,32840643
SGMT,2022-01-31,31954098
JPMX,2022-01-31,20287710
MSPL,2022-01-31,19731400
MLIX,2022-01-31,16370020
EBXL,2022-01-31,13635285
LATS,2022-01-31,10838164
BIDS,2022-01-31,7861305
KCGM,2022-01-31,7701787
MSTX,2022-01-31,7164500
XSTM,2022-01-31,5609693
ITGP,2022-01-31,3772402
PURE,2022-01-31,3733466
JPBX,2022-01-31,3726309
IATS,2022-01-31,3661321
MSRP,2022-01-31,3383669
LQNA,2022-01-31,2669200
ICBX,2022-01-31,2334361
BLKX,2022-01-31,2199790
ONEC,2022-01-31,2010081
CGXS,2022-01-31,1577751
BNPX,2022-01-31,1335515
CODA,2022-01-31,560306
BLUE,2022-01-31,510577
LQNT,2022-01-31,340900
LMNX,2022-01-31,147814
STFX,2022-01-31,7425
IEOS,2022-01-31,1649
UBSA,2022-02-07,36010782
INCR,2022-02-07,32840643
SGMT,2022-02-07,31954098
JPMX,2022-02-07,20287710
MSPL,2022-02-07,19731400
MLIX,2022-02-07,16370020
EBXL,2022-02-07,13635285
LATS,2022-02-07,10838164
BIDS,2022-02-07,7861305
KCGM,2022-02-07,7701787
MSTX,2022-02-07,7164500
XSTM,2022-02-07,5609693
ITGP,2022-02-07,3772402
PURE,2022-02-07,3733466
JPBX,2022-02-07,3726309
IATS,2022-02-07,3661321
MSRP,2022-02-07,3383669
LQNA,2022-02-07,2669200
ICBX,2022-02-07,2334361
BLKX,2022-02-07,2199790
ONEC,2022-02-07,2010081
CGXS,2022-02-07,1577751
BNPX,2022-02-07,1335515
CODA,2022-02-07,560306
BLUE,2022-02-07,510577
LQNT,2022-02-07,340900
LMNX,2022-02-07,147814
STFX,2022-02-07,7425
IEOS,2022-02-07,1649
UBSA,2022-02-14,36010782
INCR,2022-02-14,32840643
SGMT,2022-02-14,31954098
JPMX,2022-02-14,20287710
MSPL,2022-02-14,19731400
MLIX,2022-02-14,16370020
EBXL,2022-02-14,13635285
LATS,2022-02-14,10838164
BIDS,2022-02-14,7861305
KCGM,2022-02-14,7701787
MSTX,2022-02-14,7164500
XSTM,2022-02-14,5609693
ITGP,2022-02-14,3772402
PURE,2022-02-14,3733466
JPBX,2022-02-14,3726309
IATS,2022-02-14,3661321
MSRP,2022-02-14,3383669
LQNA,2022-02-14,2669200
ICBX,2022-02-14,2334361
BLKX,2022-02-14,2199790
ONEC,2022-02-14,2010081
CGXS,2022-02-14,1577751
BNPX,2022-02-14,1335515
CODA,2022-02-14,560306
BLUE,2022-02-14,510577
LQNT,2022-02-14,340900
LMNX,2022-02-14,147814
STFX,2022-02-14,7425
IEOS,2022-02-14,1649
UBSA,2022-02-21,36010782
INCR,2022-02-21,32840643
SGMT,2022-02-21,31954098
JPMX,2022-02-21,20287710
MSPL,2022-02-21,19731400
MLIX,2022-02-21,16370020
EBXL,2022-02-21,13635285
LATS,2022-02-21,10838164
BIDS,2022-02-21,7861305
KCGM,2022-02-21,7701787
MSTX,2022-02-21,7164500
XSTM,2022-02-21,5609693
ITGP,2022-02-21,3772402
PURE,2022-02-21,3733466
JPBX,2022-02-21,3726309
IATS,2022-02-21,3661321
MSRP,2022-02-21,3383669
LQNA,2022-02-21,2669200
ICBX,2022-02-21,2334361
BLKX,2022-02-21,2199790
ONEC,2022-02-21,2010081
CGXS,2022-02-21,1577751
BNPX,2022-02-21,1335515
CODA,2022-02-21,560306
BLUE,2022-02-21,510577
LQNT,2022-02-21,340900
LMNX,2022-02-21,147814
STFX,2022-02-21,7425
IEOS,2022-02-21,1649
UBSA,2022-02-28,36010782
INCR,2022-02-28,32840643
SGMT,2022-02-28,31954098
JPMX,2022-02-28,20287710
MSPL,2022-02-28,19731400
MLIX,2022-02-28,16370020
EBXL,2022-02-28,13635285
LATS,2022-02-28,10838164
BIDS,2022-02-28,7861305
KCGM,2022-02-28,7701787
MSTX,2022-02-28,7164500
XSTM,2022-02-28,5609693
ITGP,2022-02-28,3772402
PURE,2022-02-28,3733466
JPBX,2022-02-28,3726309
IATS,2022-02-28,3661321
MSRP,2022-02-28,3383669
LQNA,2022-02-28,2669200
ICBX,2022-02-28,2334361
BLKX,2022-02-28,2199790
ONEC,2022-02-28,2010081
CGXS,2022-02-28,1577751
BNPX,2022-02-28,1335515
CODA,2022-02-28,560306
BLUE,2022-02-28,510577
LQNT,2022-02-28,340900
LMNX,2022-02-28,147814
STFX,2022-02-28,7425
IEOS,2022-02-28,1649
UBSA,2022-03-07,36010782
INCR,2022-03-07,32840643
SGMT,2022-03-07,31954098
JPMX,2022-03-07,20287710
MSPL,2022-03-07,19731400
MLIX,2022-03-07,16370020
EBXL,2022-03-07,13635285
LATS,2022-03-07,10838164
BIDS,2022-03-07,7861305
KCGM,2022-03-07,7701787
MSTX,2022-03-07,7164500
XSTM,2022-03-07,5609693
ITGP,2022-03-07,3772402
PURE,2022-03-07,3733466
JPBX,2022-03-07,3726309
IATS,2022-03-07,3661321
MSRP,2022-03-07,3383669
LQNA,2022-03-07,2669200
ICBX,2022-03-07,2334361
BLKX,2022-03-07,2199790
ONEC,2022-03-07,2010081
CGXS,2022-03-07,1577751
BNPX,2022-03-07,1335515
CODA,2022-03-07,560306
BLUE,2022-03-07,510577
LQNT,2022-03-07,340900
LMNX,2022-03-07,147814
STFX,2022-03-07,7425
IEOS,2022-03-07,1649
UBSA,2022-03-14,36010782
INCR,2022-03-14,32840643
SGMT,2022-03-14,31954098
JPMX,2022-03-14,20287710
MSPL,2022-03-14,19731400
MLIX,2022-03-14,16370020
EBXL,2022-03-14,13635285
LATS,2022-03-14,10838164
BIDS,2022-03-14,7861305
KCGM,2022-03-14,7701787
MSTX,2022-03-14,7164500
XSTM,2022-03-14,5609693
ITGP,2022-03-14,3772402
PURE,2022-03-14,3733466
JPBX,2022-03-14,3726309
IATS,2022-03-14,3661321
MSRP,2022-03-14,3383669
LQNA,2022-03-14,2669200
ICBX,2022-03-14,2334361
BLKX,2022-03-14,2199790
ONEC,2022-03-14,2010081
CGXS,2022-03-14,1577751
BNPX,2022-03-14,1335515
CODA,2022-03-14,560306
BLUE,2022-03-14,510577
LQNT,2022-03-14,340900
LMNX,2022-03-14,147814
STFX,2022-03-14,7425
IEOS,2022-03-14,1649
UBSA,2022-03-21,36010782
INCR,2022-03-21,32840643
SGMT,2022-03-21,31954098
JPMX,2022-03-21,20287710
MSPL,2022-03-21,19731400
MLIX,2022-03-21,16370020
