MPID,weekStartDate,shares
CGXS,2023-09-25,1577751
BNPX,2023-09-25,1335515
CODA,2023-09-25,560306
BLUE,2023-09-25,510577
LQNT,2023-09-25,340900
LMNX,2023-09-25,147814
STFX,2023-09-25,7425
IEOS,2023-09-25,1649
UBSA,2023-10-02,36010782
INCR,2023-10-02,32840643
SGMT,2023-10-02,31954098
JPMX,2023-10-02,20287710
MSPL,2023-10-02,19731400
MLIX,2023-10-02,16370020
EBXL,2023-10-02,13635285
LATS,2023-10-02,10838164
BIDS,2023-10-02,7861305
KCGM,2023-10-02,7701787
MSTX,2023-10-02,7164500
XSTM,2023-10-02,5609693
ITGP,2023-10-02,3772402
PURE,2023-10-02,3733466
JPBX,2023-10-02,3726309
IATS,2023-10-02,3661321
MSRP,2023-10-02,3383669
LQNA,2023-10-02,2669200
ICBX,2023-10-02,2334361
BLKX,2023-10-02,2199790
ONEC,2023-10-02,2010081
CGXS,2023-10-02,1577751
BNPX,2023-10-02,1335515
CODA,2023-10-02,560306
BLUE,2023-10-02,510577
LQNT,2023-10-02,340900
LMNX,2023-10-02,147814
STFX,2023-10-02,7425
IEOS,2023-10-02,1649
UBSA,2023-10-09,36010782
INCR,2023-10-09,32840643
SGMT,2023-10-09,31954098
JPMX,2023-10-09,20287710
MSPL,2023-10-09,19731400
MLIX,2023-10-09,16370020
EBXL,2023-10-09,13635285
LATS,2023-10-09,10838164
BIDS,2023-10-09,7861305
KCGM,2023-10-09,7701787
MSTX,2023-10-09,7164500
XSTM,2023-10-09,5609693
ITGP,2023-10-09,3772402
PURE,2023-10-09,3733466
JPBX,2023-10-09,3726309
IATS,2023-10-09,3661321
MSRP,2023-10-09,3383669
LQNA,2023-10-09,2669200
ICBX,2023-10-09,2334361
BLKX,2023-10-09,2199790
ONEC,2023-10-09,2010081
CGXS,2023-10-09,1577751
BNPX,2023-10-09,1335515
CODA,2023-10-09,560306
BLUE,2023-10-09,510577
LQNT,2023-10-09,340900
LMNX,2023-10-09,147814
STFX,2023-10-09,7425
IEOS,2023-10-09,1649
UBSA,2023-10-16,36010782
INCR,2023-10-16,32840643
SGMT,2023-10-16,31954098
JPMX,2023-10-16,20287710
MSPL,2023-10-16,19731400
MLIX,2023-10-16,16370020
EBXL,2023-10-16,13635285
LATS,2023-10-16,10838164
BIDS,2023-10-16,7861305
KCGM,2023-10-16,7701787
MSTX,2023-10-16,7164500
XSTM,2023-10-16,5609693
ITGP,2023-10-16,3772402
PURE,2023-10-16,3733466
JPBX,2023-10-16,3726309
IATS,2023-10-16,3661321
MSRP,2023-10-16,3383669
LQNA,2023-10-16,2669200
ICBX,2023-10-16,2334361
BLKX,2023-10-16,2199790
ONEC,2023-10-16,2010081
CGXS,2023-10-16,1577751
BNPX,2023-10-16,1335515
CODA,2023-10-16,560306
BLUE,2023-10-16,510577
LQNT,2023-10-16,340900
LMNX,2023-10-16,147814
STFX,2023-10-16,7425
IEOS,2023-10-16,1649
UBSA,2023-10-23,36010782
INCR,2023-10-23,32840643
SGMT,2023-10-23,31954098
JPMX,2023-10-23,20287710
MSPL,2023-10-23,19731400
MLIX,2023-10-23,16370020
EBXL,2023-10-23,13635285
LATS,2023-10-23,10838164
BIDS,2023-10-23,7861305
KCGM,2023-10-23,7701787
MSTX,2023-10-23,7164500
XSTM,2023-10-23,5609693
ITGP,2023-10-23,3772402
PURE,2023-10-23,3733466
JPBX,2023-10-23,3726309
IATS,2023-10-23,3661321
MSRP,2023-10-23,3383669
LQNA,2023-10-23,2669200
ICBX,2023-10-23,2334361
BLKX,2023-10-23,2199790
ONEC,2023-10-23,2010081
CGXS,2023-10-23,1577751
BNPX,2023-10-23,1335515
CODA,2023-10-23,560306
BLUE,2023-10-23,510577
LQNT,2023-10-23,340900
LMNX,2023-10-23,147814
STFX,2023-10-23,7425
IEOS,2023-10-23,1649
UBSA,2023-10-30,36010782
INCR,2023-10-30,32840643
SGMT,2023-10-30,31954098
JPMX,2023-10-30,20287710
MSPL,2023-10-30,19731400
MLIX,2023-10-30,16370020
EBXL,2023-10-30,13635285
LATS,2023-10-30,10838164
BIDS,2023-10-30,7861305
KCGM,2023-10-30,7701787
MSTX,2023-10-30,7164500
XSTM,2023-10-30,5609693
ITGP,2023-10-30,3772402
PURE,2023-10-30,3733466
JPBX,2023-10-30,3726309
IATS,2023-10-30,3661321
MSRP,2023-10-30,3383669
LQNA,2023-10-30,2669200
ICBX,2023-10-30,2334361
BLKX,2023-10-30,2199790
ONEC,2023-10-30,2010081
CGXS,2023-10-30,1577751
BNPX,2023-10-30,1335515
CODA,2023-10-30,560306
BLUE,2023-10-30,510577
LQNT,2023-10-30,340900
LMNX,2023-10-30,147814
STFX,2023-10-30,7425
IEOS,2023-10-30,1649
UBSA,2023-11-06,36010782
INCR,2023-11-06,32840643
SGMT,2023-11-06,31954098
JPMX,2023-11-06,20287710
MSPL,2023-11-06,19731400
MLIX,2023-11-06,16370020
EBXL,2023-11-06,13635285
LATS,2023-11-06,10838164
BIDS,2023-11-06,7861305
KCGM,2023-11-06,7701787
MSTX,2023-11-06,7164500
XSTM,2023-11-06,5609693
ITGP,2023-11-06,3772402
PURE,2023-11-06,3733466
JPBX,2023-11-06,3726309
IATS,2023-11-06,3661321
MSRP,2023-11-06,3383669
LQNA,2023-11-06,2669200
ICBX,2023-11-06,2334361
BLKX,2023-11-06,2199790
ONEC,2023-11-06,2010081
CGXS,2023-11-06,1577751
BNPX,2023-11-06,1335515
CODA,2023-11-06,560306
BLUE,2023-11-06,510577
LQNT,2023-11-06,340900
LMNX,2023-11-06,147814
STFX,2023-11-06,7425
IEOS,2023-11-06,1649
UBSA,2023-11-13,36010782
INCR,2023-11-13,32840643
SGMT,2023-11-13,31954098
JPMX,2023-11-13,20287710
MSPL,2023-11-13,19731400
MLIX,2023-11-13,16370020
EBXL,2023-11-13,13635285
LATS,2023-11-13,10838164
BIDS,2023-11-13,7861305
KCGM,2023-11-13,7701787
MSTX,2023-11-13,7164500
XSTM,2023-11-13,5609693
ITGP,2023-11-13,3772402
PURE,2023-11-13,3733466
JPBX,2023-11-13,3726309
IATS,2023-11-13,3661321
MSRP,2023-11-13,3383669
LQNA,2023-11-13,2669200
ICBX,2023-11-13,2334361
BLKX,2023-11-13,2199790
ONEC,2023-11-13,2010081
CGXS,2023-11-13,1577751
BNPX,2023-11-13,1335515
CODA,2023-11-13,560306
BLUE,2023-11-13,510577
LQNT,2023-11-13,340900
LMNX,2023-11-13,147814
STFX,2023-11-13,7425
IEOS,2023-11-13,1649
UBSA,2023-11-20,36010782
INCR,2023-11-20,32840643
SGMT,2023-11-20,31954098
JPMX,2023-11-20,20287710
MSPL,2023-11-20,19731400
MLIX,2023-11-20,16370020
EBXL,2023-11-20,13635285
LATS,2023-11-20,10838164
BIDS,2023-11-20,7861305
KCGM,2023-11-20,7701787
MSTX,2023-11-20,7164500
XSTM,2023-11-20,5609693
ITGP,2023-11-20,3772402
PURE,2023-11-20,3733466
JPBX,2023-11-20,3726309
IATS,2023-11-20,3661321
MSRP,2023-11-20,3383669
LQNA,2023-11-20,2669200
ICBX,2023-11-20,2334361
BLKX,2023-11-20,2199790
ONEC,2023-11-20,2010081
CGXS,2023-11-20,1577751
BNPX,2023-11-20,1335515
CODA,2023-11-20,560306
BLUE,2023-11-20,510577
LQNT,2023-11-20,340900
LMNX,2023-11-20,147814
STFX,2023-11-20,7425
IEOS,2023-11-20,1649
UBSA,2023-11-27,36010782
INCR,2023-11-27,32840643
SGMT,2023-11-27,31954098
JPMX,2023-11-27,20287710
MSPL,2023-11-27,19731400
MLIX,2023-11-27,16370020
EBXL,2023-11-27,13635285
LATS,2023-11-27,10838164
BIDS,2023-11-27,7861305
KCGM,2023-11-27,7701787
MSTX,2023-11-27,7164500
XSTM,2023-11-27,5609693
ITGP,2023-11-27,3772402
PURE,2023-11-27,3733466
JPBX,2023-11-27,3726309
IATS,2023-11-27,3661321
MSRP,2023-11-27,3383669
LQNA,2023-11-27,2669200
ICBX,2023-11-27,2334361
BLKX,2023-11-27,2199790
ONEC,2023-11-27,2010081
CGXS,2023-11-27,1577751
BNPX,2023-11-27,1335515
CODA,2023-11-27,560306
BLUE,2023-11-27,510577
LQNT,2023-11-27,340900
LMNX,2023-11-27,147814
STFX,2023-11-27,7425
IEOS,2023-11-27,1649
UBSA,2023-12-04,36010782
INCR,2023-12-04,32840643
SGMT,2023-12-04,31954098
JPMX,2023-12-04,20287710
MSPL,2023-12-04,19731400
MLIX,2023-12-04,16370020
EBXL,2023-12-04,13635285
LATS,2023-12-04,10838164
BIDS,2023-12-04,7861305
KCGM,2023-12-04,7701787
MSTX,2023-12-04,7164500
XSTM,2023-12-04,5609693
ITGP,2023-12-04,3772402
PURE,2023-12-04,3733466
JPBX,2023-12-04,3726309
IATS,2023-12-04,3661321
MSRP,2023-12-04,3383669
LQNA,2023-12-04,2669200
ICBX,2023-12-04,2334361
BLKX,2023-12-04,2199790
ONEC,2023-12-04,2010081
CGXS,2023-12-04,1577751
BNPX,2023-12-04,1335515
CODA,2023-12-04,560306
BLUE,2023-12-04,510577
LQNT,2023-12-04,340900
LMNX,2023-12-04,147814
STFX,2023-12-04,7425
IEOS,2023-12-04,1649
UBSA,2023-12-11,36010782
INCR,2023-12-11,32840643
SGMT,2023-12-11,31954098
JPMX,2023-12-11,20287710
MSPL,2023-12-11,19731400
MLIX,2023-12-11,16370020
EBXL,2023-12-11,13635285
LATS,2023-12-11,10838164
BIDS,2023-12-11,7861305
KCGM,2023-12-11,7701787
MSTX,2023-12-11,7164500
XSTM,2023-12-11,5609693
ITGP,2023-12-11,3772402
PURE,2023-12-11,3733466
JPBX,2023-12-11,3726309
IATS,2023-12-11,3661321
MSRP,2023-12-11,3383669
LQNA,2023-12-11,2669200
ICBX,2023-12-11,2334361
BLKX,2023-12-11,2199790
ONEC,2023-12-11,2010081
CGXS,2023-12-11,1577751
BNPX,2023-12-11,1335515
CODA,2023-12-11,560306
BLUE,2023-12-11,510577
LQNT,2023-12-11,340900
LMNX,2023-12-11,147814
STFX,2023-12-11,7425
IEOS,2023-12-11,1649
UBSA,2023-12-18,36010782
INCR,2023-12-18,32840643
SGMT,2023-12-18,31954098
JPMX,2023-12-18,20287710
MSPL,2023-12-18,19731400
MLIX,2023-12-18,16370020
EBXL,2023-12-18,13635285
LATS,2023-12-18,10838164
BIDS,2023-12-18,7861305
KCGM,2023-12-18,7701787
MSTX,2023-12-18,7164500
XSTM,2023-12-18,5609693
ITGP,2023-12-18,3772402
PURE,2023-12-18,3733466
JPBX,2023-12-18,3726309
IATS,2023-12-18,3661321
MSRP,2023-12-18,3383669
LQNA,2023-12-18,2669200
ICBX,2023-12-18,2334361
BLKX,2023-12-18,2199790
ONEC,2023-12-18,2010081
CGXS,2023-12-18,1577751
BNPX,2023-12-18,1335515
CODA,2023-12-18,560306
BLUE,2023-12-18,510577
LQNT,2023-12-18,340900
LMNX,2023-12-18,147814
STFX,2023-12-18,7425
IEOS,2023-12-18,1649
UBSA,2023-12-25,36010782
INCR,2023-12-25,32840643
SGMT,2023-12-25,31954098
JPMX,2023-12-25,20287710
MSPL,2023-12-25,19731400
MLIX,2023-12-25,16370020
EBXL,2023-12-25,13635285
LATS,2023-12-25,10838164
BIDS,2023-12-25,7861305
KCGM,2023-12-25,7701787
MSTX,2023-12-25,7164500
XSTM,2023-12-25,5609693
ITGP,2023-12-25,3772402
PURE,2023-12-25,3733466
JPBX,2023-12-25,3726309
IATS,2023-12-25,3661321
MSRP,2023-12-25,3383669
LQNA,2023-12-25,2669200
ICBX,2023-12-25,2334361
BLKX,2023-12-25,2199790
ONEC,2023-12-25,2010081
CGXS,2023-12-25,1577751
BNPX,2023-12-25,1335515
CODA,2023-12-25,560306
BLUE,2023-12-25,510577
LQNT,2023-12-25,340900
LMNX,2023-12-25,147814
STFX,2023-12-25,7425
IEOS,2023-12-25,1649
UBSA,2024-01-01,36010782
INCR,2024-01-01,32840643
SGMT,2024-01-01,31954098
JPMX,2024-01-01,20287710
MSPL,2024-01-01,19731400
MLIX,2024-01-01,16370020
EBXL,2024-01-01,13635285
LATS,2024-01-01,10838164
BIDS,2024-01-01,7861305
KCGM,2024-01-01,7701787
MSTX,2024-01-01,7164500
XSTM,2024-01-01,5609693
ITGP,2024-01-01,3772402
PURE,2024-01-01,3733466
JPBX,2024-01-01,3726309
IATS,2024-01-01,3661321
MSRP,2024-01-01,3383669
LQNA,2024-01-01,2669200
ICBX,2024-01-01,2334361
BLKX,2024-01-01,2199790
ONEC,2024-01-01,2010081
CGXS,2024-01-01,1577751
BNPX,2024-01-01,1335515
CODA,2024-01-01,560306
BLUE,2024-01-01,510577
LQNT,2024-01-01,340900
LMNX,2024-01-01,147814
STFX,2024-01-01,7425
IEOS,2024-01-01,1649
UBSA,2024-01-08,36010782
INCR,2024-01-08,32840643
SGMT,2024-01-08,31954098
JPMX,2024-01-08,20287710
MSPL,2024-01-08,19731400
MLIX,2024-01-08,16370020
EBXL,2024-01-08,13635285
LATS,2024-01-08,10838164
BIDS,2024-01-08,7861305
KCGM,2024-01-08,7701787
MSTX,2024-01-08,7164500
XSTM,2024-01-08,5609693
ITGP,2024-01-08,3772402
PURE,2024-01-08,3733466
JPBX,2024-01-08,3726309
IATS,2024-01-08,3661321
MSRP,2024-01-08,3383669
LQNA,2024-01-08,2669200
ICBX,2024-01-08,2334361
BLKX,2024-01-08,2199790
ONEC,2024-01-08,2010081
CGXS,2024-01-08,1577751
BNPX,2024-01-08,1335515
CODA,2024-01-08,560306
BLUE,2024-01-08,510577
LQNT,2024-01-08,340900
LMNX,2024-01-08,147814
STFX,2024-01-08,7425
IEOS,2024-01-08,1649
UBSA,2024-01-15,36010782
INCR,2024-01-15,32840643
SGMT,2024-01-15,31954098
JPMX,2024-01-15,20287710
MSPL,2024-01-15,19731400
MLIX,2024-01-15,16370020
EBXL,2024-01-15,13635285
LATS,2024-01-15,10838164
BIDS,2024-01-15,7861305
KCGM,2024-01-15,7701787
MSTX,2024-01-15,7164500
XSTM,2024-01-15,5609693
ITGP,2024-01-15,3772402
PURE,2024-01-15,3733466
JPBX,2024-01-15,3726309
IATS,2024-01-15,3661321
MSRP,2024-01-15,3383669
LQNA,2024-01-15,2669200
ICBX,2024-01-15,2334361
BLKX,2024-01-15,2199790
ONEC,2024-01-15,2010081
CGXS,2024-01-15,1577751
BNPX,2024-01-15,1335515
CODA,2024-01-15,560306
BLUE,2024-01-15,510577
LQNT,2024-01-15,340900
LMNX,2024-01-15,147814
STFX,2024-01-15,7425
IEOS,2024-01-15,1649
UBSA,2024-01-22,36010782
INCR,2024-01-22,32840643
SGMT,2024-01-22,31954098
JPMX,2024-01-22,20287710
MSPL,2024-01-22,19731400
MLIX,2024-01-22,16370020
EBXL,2024-01-22,13635285
LATS,2024-01-22,10838164
BIDS,2024-01-22,7861305
KCGM,2024-01-22,7701787
MSTX,2024-01-22,7164500
XSTM,2024-01-22,5609693
ITGP,2024-01-22,3772402
PURE,2024-01-22,3733466
JPBX,2024-01-22,3726309
IATS,2024-01-22,3661321
MSRP,2024-01-22,3383669
LQNA,2024-01-22,2669200
ICBX,2024-01-22,2334361
BLKX,2024-01-22,2199790
ONEC,2024-01-22,2010081
CGXS,2024-01-22,1577751
BNPX,2024-01-22,1335515
CODA,2024-01-22,560306
BLUE,2024-01-22,510577
LQNT,2024-01-22,340900
LMNX,2024-01-22,147814
STFX,2024-01-22,7425
IEOS,2024-01-22,1649
UBSA,2024-01-29,36010782
INCR,2024-01-29,32840643
SGMT,2024-01-29,31954098
JPMX,2024-01-29,20287710
MSPL,2024-01-29,19731400
MLIX,2024-01-29,16370020
EBXL,2024-01-29,13635285
LATS,2024-01-29,10838164
BIDS,2024-01-29,7861305
KCGM,2024-01-29,7701787
MSTX,2024-01-29,7164500
XSTM,2024-01-29,5609693
ITGP,2024-01-29,3772402
PURE,2024-01-29,3733466
JPBX,2024-01-29,3726309
IATS,2024-01-29,3661321
MSRP,2024-01-29,3383669
LQNA,2024-01-29,2669200
ICBX,2024-01-29,2334361
BLKX,2024-01-29,2199790
ONEC,2024-01-29,2010081
CGXS,2024-01-29,1577751
BNPX,2024-01-29,1335515
CODA,2024-01-29,560306
BLUE,2024-01-29,510577
LQNT,2024-01-29,340900
LMNX,2024-01-29,147814
STFX,2024-01-29,7425
IEOS,2024-01-29,1649
UBSA,2024-02-05,36010782
INCR,2024-02-05,32840643
SGMT,2024-02-05,31954098
JPMX,2024-02-05,20287710
MSPL,2024-02-05,19731400
MLIX,2024-02-05,16370020
EBXL,2024-02-05,13635285
LATS,2024-02-05,10838164
BIDS,2024-02-05,7861305
KCGM,2024-02-05,7701787
MSTX,2024-02-05,7164500
XSTM,2024-02-05,5609693
ITGP,2024-02-05,3772402
PURE,2024-02-05,3733466
JPBX,2024-02-05,3726309
IATS,2024-02-05,3661321
MSRP,2024-02-05,3383669
LQNA,2024-02-05,2669200
ICBX,2024-02-05,2334361
BLKX,2024-02-05,2199790
ONEC,2024-02-05,2010081
CGXS,2024-02-05,1577751
BNPX,2024-02-05,1335515
CODA,2024-02-05,560306
BLUE,2024-02-05,510577
LQNT,2024-02-05,340900
LMNX,2024-02-05,147814
STFX,2024-02-05,7425
IEOS,2024-02-05,1649
UBSA,2024-02-12,36010782
INCR,2024-02-12,32840643
SGMT,2024-02-12,31954098
JPMX,2024-02-12,20287710
MSPL,2024-02-12,19731400
MLIX,2024-02-12,16370020
EBXL,2024-02-12,13635285
LATS,2024-02-12,10838164
BIDS,2024-02-12,7861305
KCGM,2024-02-12,7701787
MSTX,2024-02-12,7164500
XSTM,2024-02-12,5609693
